Complex_ID,Compound_ID,Crystal_ID,Chain_ID,MCSS_Rank,SDF_Filename,Reference,POSIT,Chemgauss4,RMSD
ADA-UCB-6c2cb422-1_Mpro-P2028_0B_0,ADA-UCB-6c2cb422-1,Mpro-P2028,0B,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2028_0B_seqres_chainB_ADA-UCB-6c2cb422-1_ligand_0.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,-9.152148,0.288371616608719
ADA-UCB-6c2cb422-1_Mpro-P2185_0B_9,ADA-UCB-6c2cb422-1,Mpro-P2185,0B,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2185_0B_seqres_chainB_ADA-UCB-6c2cb422-1_ligand_9.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.85,-9.470764,0.3741286776155547
ADA-UCB-6c2cb422-1_Mpro-P0764_0A_1,ADA-UCB-6c2cb422-1,Mpro-P0764,0A,1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0764_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_1.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,17.041128,1.696101967193956
ADA-UCB-6c2cb422-1_Mpro-P0098_0A_3,ADA-UCB-6c2cb422-1,Mpro-P0098,0A,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0098_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_3.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.85,18.198183,0.830545579835817
ADA-UCB-6c2cb422-1_Mpro-P2205_0A_7,ADA-UCB-6c2cb422-1,Mpro-P2205,0A,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2205_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_7.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.23000000417232513,-7.522447,1.4356786140894897
ADA-UCB-6c2cb422-1_Mpro-P0764_0B_1,ADA-UCB-6c2cb422-1,Mpro-P0764,0B,1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0764_0B_seqres_chainB_ADA-UCB-6c2cb422-1_ligand_1.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,-7.154842,1.6285927092191135
ADA-UCB-6c2cb422-1_Mpro-P2005_0A_-1,ADA-UCB-6c2cb422-1,Mpro-P2005,0A,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2005_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.91,-8.481549,0.26416821645793725
ADA-UCB-6c2cb422-1_Mpro-P2218_0A_8,ADA-UCB-6c2cb422-1,Mpro-P2218,0A,8,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2218_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_8.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.89,-9.934638,0.3357004988949258
ADA-UCB-6c2cb422-1_Mpro-P2028_1A_0,ADA-UCB-6c2cb422-1,Mpro-P2028,1A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2028_1A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_0.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,16.064796,0.28570832649307887
ADA-UCB-6c2cb422-1_Mpro-P2028_0A_0,ADA-UCB-6c2cb422-1,Mpro-P2028,0A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2028_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_0.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,16.064796,0.28570832649307887
ADA-UCB-6c2cb422-1_Mpro-P2141_0A_5,ADA-UCB-6c2cb422-1,Mpro-P2141,0A,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2141_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_5.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.18000000715255737,-5.408215,7.659813565815094
ADA-UCB-6c2cb422-1_Mpro-P2176_0A_4,ADA-UCB-6c2cb422-1,Mpro-P2176,0A,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2176_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_4.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.18000000715255737,-6.695166,7.4692179240023435
ADA-UCB-6c2cb422-1_Mpro-P2210_0A_6,ADA-UCB-6c2cb422-1,Mpro-P2210,0A,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2210_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_6.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,16.179596,0.3093516099622422
ADA-UCB-6c2cb422-1_Mpro-P2210_0B_6,ADA-UCB-6c2cb422-1,Mpro-P2210,0B,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2210_0B_seqres_chainB_ADA-UCB-6c2cb422-1_ligand_6.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,-8.810789,0.29521549650020223
ADA-UCB-6c2cb422-1_Mpro-P0394_0A_2,ADA-UCB-6c2cb422-1,Mpro-P0394,0A,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0394_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_2.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.18000000715255737,-6.726860,7.662551903808766
ADA-UCB-6c2cb422-1_Mpro-P2028_1B_0,ADA-UCB-6c2cb422-1,Mpro-P2028,1B,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2028_1B_seqres_chainB_ADA-UCB-6c2cb422-1_ligand_0.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.72,-9.152148,0.288371616608719
ADA-UCB-6c2cb422-1_Mpro-P2185_0A_9,ADA-UCB-6c2cb422-1,Mpro-P2185,0A,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2185_0A_seqres_chainA_ADA-UCB-6c2cb422-1_ligand_9.sdf,Mpro-P2005_0A/Mpro-P2005_0A_bound.pdb,0.85,16.324339,0.3880642316218936
ALP-POS-133e7cd9-2_Mpro-P3074_0A_-1,ALP-POS-133e7cd9-2,Mpro-P3074,0A,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3074_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.41999998688697815,26.377943,48.12224068749794
ALP-POS-133e7cd9-2_Mpro-P2295_0A_8,ALP-POS-133e7cd9-2,Mpro-P2295,0A,8,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2295_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_8.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.009999999776482582,2.538715,49.69292256583557
ALP-POS-133e7cd9-2_Mpro-P1986_0A_7,ALP-POS-133e7cd9-2,Mpro-P1986,0A,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P1986_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_7.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,28.583344,48.73369874492282
ALP-POS-133e7cd9-2_Mpro-P1788_0A_6,ALP-POS-133e7cd9-2,Mpro-P1788,0A,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P1788_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_6.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,28.051767,48.79656066830894
ALP-POS-133e7cd9-2_Mpro-P2263_0A_0,ALP-POS-133e7cd9-2,Mpro-P2263,0A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2263_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_0.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.41999998688697815,-3.162740,48.22553399656911
ALP-POS-133e7cd9-2_Mpro-P2295_0B_8,ALP-POS-133e7cd9-2,Mpro-P2295,0B,8,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2295_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_8.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,-6.236415,47.226590787974544
ALP-POS-133e7cd9-2_Mpro-P3050_0B_2,ALP-POS-133e7cd9-2,Mpro-P3050,0B,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3050_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_2.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,-3.490017,47.98946012639742
ALP-POS-133e7cd9-2_Mpro-P1986_0B_7,ALP-POS-133e7cd9-2,Mpro-P1986,0B,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P1986_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_7.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,-2.003752,48.01296112416827
ALP-POS-133e7cd9-2_Mpro-P2215_0A_1,ALP-POS-133e7cd9-2,Mpro-P2215,0A,1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2215_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_1.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.23000000417232513,-2.728797,46.410397306605994
ALP-POS-133e7cd9-2_Mpro-P3054_0A_3,ALP-POS-133e7cd9-2,Mpro-P3054,0A,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3054_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_3.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,26.488560,48.13450067166464
ALP-POS-133e7cd9-2_Mpro-P2070_0A_5,ALP-POS-133e7cd9-2,Mpro-P2070,0A,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2070_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_5.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,340282346638528859811704183484516925440.000000,48.35389915200093
ALP-POS-133e7cd9-2_Mpro-P3050_0A_2,ALP-POS-133e7cd9-2,Mpro-P3050,0A,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3050_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_2.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.41999998688697815,26.846600,48.08729810034701
ALP-POS-133e7cd9-2_Mpro-P3054_0B_3,ALP-POS-133e7cd9-2,Mpro-P3054,0B,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3054_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_3.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.41999998688697815,0.690032,48.19576585819798
ALP-POS-133e7cd9-2_Mpro-P2017_0B_9,ALP-POS-133e7cd9-2,Mpro-P2017,0B,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2017_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_9.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,340282346638528859811704183484516925440.000000,48.26038616385544
ALP-POS-133e7cd9-2_Mpro-P2070_0B_5,ALP-POS-133e7cd9-2,Mpro-P2070,0B,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2070_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_5.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,-1.560330,48.76942634767159
ALP-POS-133e7cd9-2_Mpro-P2017_0A_9,ALP-POS-133e7cd9-2,Mpro-P2017,0A,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2017_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_9.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,27.796041,48.77349354881304
ALP-POS-133e7cd9-2_Mpro-P2649_0B_4,ALP-POS-133e7cd9-2,Mpro-P2649,0B,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2649_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_4.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.18000000715255737,-8.644233,47.36499416988123
ALP-POS-133e7cd9-2_Mpro-P2649_0A_4,ALP-POS-133e7cd9-2,Mpro-P2649,0A,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2649_0A_seqres_chainA_ALP-POS-133e7cd9-2_ligand_4.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.009999999776482582,0.703668,52.58188828604106
ALP-POS-133e7cd9-2_Mpro-P1788_0B_6,ALP-POS-133e7cd9-2,Mpro-P1788,0B,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P1788_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand_6.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.33000001311302185,-0.872699,48.16423656444236
ALP-POS-133e7cd9-2_Mpro-P3074_0B_-1,ALP-POS-133e7cd9-2,Mpro-P3074,0B,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P3074_0B_seqres_chainB_ALP-POS-133e7cd9-2_ligand.sdf,Mpro-P3074_0B/Mpro-P3074_0B_bound.pdb,0.41999998688697815,-3.213153,47.946501939889494
ALP-POS-1cbc2fae-1_Mpro-P0845_0A_7,ALP-POS-1cbc2fae-1,Mpro-P0845,0A,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0845_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_7.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.23999999463558197,18.644320,48.24326038858411
ALP-POS-1cbc2fae-1_Mpro-P2601_0A_6,ALP-POS-1cbc2fae-1,Mpro-P2601,0A,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2601_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_6.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,21.429966,48.14302405813217
ALP-POS-1cbc2fae-1_Mpro-P2358_0A_1,ALP-POS-1cbc2fae-1,Mpro-P2358,0A,1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2358_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_1.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.85,-6.934665,48.29544923263103
ALP-POS-1cbc2fae-1_Mpro-P2381_0A_0,ALP-POS-1cbc2fae-1,Mpro-P2381,0A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2381_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_0.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.9500000000000001,-8.153691,48.12023330126332
ALP-POS-1cbc2fae-1_Mpro-P0154_0A_9,ALP-POS-1cbc2fae-1,Mpro-P0154,0A,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0154_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_9.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.23999999463558197,17.583336,48.752822178058
ALP-POS-1cbc2fae-1_Mpro-P2099_0A_5,ALP-POS-1cbc2fae-1,Mpro-P2099,0A,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2099_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_5.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,-8.983927,48.07482872113086
ALP-POS-1cbc2fae-1_Mpro-P2036_0A_-1,ALP-POS-1cbc2fae-1,Mpro-P2036,0A,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2036_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,21.711878,48.16590292593296
ALP-POS-1cbc2fae-1_Mpro-P2605_0A_3,ALP-POS-1cbc2fae-1,Mpro-P2605,0A,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2605_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_3.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.85,21.409477,48.08189189604276
ALP-POS-1cbc2fae-1_Mpro-P2601_0B_6,ALP-POS-1cbc2fae-1,Mpro-P2601,0B,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2601_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_6.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.85,-7.010288,48.06266519366631
ALP-POS-1cbc2fae-1_Mpro-P2099_0B_5,ALP-POS-1cbc2fae-1,Mpro-P2099,0B,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2099_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_5.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,21.402052,47.96660768049486
ALP-POS-1cbc2fae-1_Mpro-P0238_0A_8,ALP-POS-1cbc2fae-1,Mpro-P0238,0A,8,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0238_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_8.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.23999999463558197,-3.463055,50.70809509860968
ALP-POS-1cbc2fae-1_Mpro-P2036_0B_-1,ALP-POS-1cbc2fae-1,Mpro-P2036,0B,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2036_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,-9.882121,48.08511088895291
ALP-POS-1cbc2fae-1_Mpro-P2415_0A_4,ALP-POS-1cbc2fae-1,Mpro-P2415,0A,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2415_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_4.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.89,-7.290806,48.148521117466544
ALP-POS-1cbc2fae-1_Mpro-P2606_0A_2,ALP-POS-1cbc2fae-1,Mpro-P2606,0A,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2606_0A_seqres_chainA_ALP-POS-1cbc2fae-1_ligand_2.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.91,-10.117561,48.16422768517364
ALP-POS-1cbc2fae-1_Mpro-P0845_0B_7,ALP-POS-1cbc2fae-1,Mpro-P0845,0B,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0845_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_7.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.18000000715255737,-7.709332,47.91276823271546
ALP-POS-1cbc2fae-1_Mpro-P0154_0B_9,ALP-POS-1cbc2fae-1,Mpro-P0154,0B,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0154_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_9.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.18000000715255737,-6.253417,47.80382035394691
ALP-POS-1cbc2fae-1_Mpro-P2606_0B_2,ALP-POS-1cbc2fae-1,Mpro-P2606,0B,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2606_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_2.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.85,22.307661,48.094190014408305
ALP-POS-1cbc2fae-1_Mpro-P2605_0B_3,ALP-POS-1cbc2fae-1,Mpro-P2605,0B,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2605_0B_seqres_chainB_ALP-POS-1cbc2fae-1_ligand_3.sdf,Mpro-P2036_0B/Mpro-P2036_0B_bound.pdb,0.85,-8.731321,48.07563018431618
ALP-POS-1cbc2fae-2_Mpro-P0772_0A_9,ALP-POS-1cbc2fae-2,Mpro-P0772,0A,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0772_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_9.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.23999999463558197,-3.798006,5.864948839981202
ALP-POS-1cbc2fae-2_Mpro-P2601_0B_6,ALP-POS-1cbc2fae-2,Mpro-P2601,0B,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2601_0B_seqres_chainB_ALP-POS-1cbc2fae-2_ligand_6.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.89,-9.637673,0.4592311978554032
ALP-POS-1cbc2fae-2_Mpro-P2605_0A_3,ALP-POS-1cbc2fae-2,Mpro-P2605,0A,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2605_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_3.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,21.489008,2.7800529366779805
ALP-POS-1cbc2fae-2_Mpro-P2605_0B_3,ALP-POS-1cbc2fae-2,Mpro-P2605,0B,3,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2605_0B_seqres_chainB_ALP-POS-1cbc2fae-2_ligand_3.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.8200000000000001,-2.054615,3.277917214571315
ALP-POS-1cbc2fae-2_Mpro-P2381_0A_-1,ALP-POS-1cbc2fae-2,Mpro-P2381,0A,-1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2381_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.91,-8.825202,0.23251318890374206
ALP-POS-1cbc2fae-2_Mpro-P2415_0A_4,ALP-POS-1cbc2fae-2,Mpro-P2415,0A,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2415_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_4.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.89,-7.100560,0.6128834216542057
ALP-POS-1cbc2fae-2_Mpro-P2601_0A_6,ALP-POS-1cbc2fae-2,Mpro-P2601,0A,6,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2601_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_6.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,21.417103,0.3759550156300067
ALP-POS-1cbc2fae-2_Mpro-P0238_0A_7,ALP-POS-1cbc2fae-2,Mpro-P0238,0A,7,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0238_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_7.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.18000000715255737,-3.066602,5.325902160486589
ALP-POS-1cbc2fae-2_Mpro-P2036_0A_0,ALP-POS-1cbc2fae-2,Mpro-P2036,0A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2036_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_0.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,21.991684,0.2948703629764818
ALP-POS-1cbc2fae-2_Mpro-P2606_0B_2,ALP-POS-1cbc2fae-2,Mpro-P2606,0B,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2606_0B_seqres_chainB_ALP-POS-1cbc2fae-2_ligand_2.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,22.031021,0.3995746439677833
ALP-POS-1cbc2fae-2_Mpro-P2606_0A_2,ALP-POS-1cbc2fae-2,Mpro-P2606,0A,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2606_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_2.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,-10.713445,0.29850148835822293
ALP-POS-1cbc2fae-2_Mpro-P2358_0A_1,ALP-POS-1cbc2fae-2,Mpro-P2358,0A,1,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2358_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_1.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.85,-10.454548,0.3119102096930438
ALP-POS-1cbc2fae-2_Mpro-P2036_0B_0,ALP-POS-1cbc2fae-2,Mpro-P2036,0B,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2036_0B_seqres_chainB_ALP-POS-1cbc2fae-2_ligand_0.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,-10.907197,0.3403779836124318
ALP-POS-1cbc2fae-2_Mpro-P2099_0B_5,ALP-POS-1cbc2fae-2,Mpro-P2099,0B,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2099_0B_seqres_chainB_ALP-POS-1cbc2fae-2_ligand_5.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,21.639767,0.6296190199188777
ALP-POS-1cbc2fae-2_Mpro-P2099_0A_5,ALP-POS-1cbc2fae-2,Mpro-P2099,0A,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2099_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_5.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.9500000000000001,-10.429453,0.4276023334957593
ALP-POS-1cbc2fae-2_Mpro-P0642_0A_8,ALP-POS-1cbc2fae-2,Mpro-P0642,0A,8,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0642_0A_seqres_chainA_ALP-POS-1cbc2fae-2_ligand_8.sdf,Mpro-P2381_0A/Mpro-P2381_0A_bound.pdb,0.18000000715255737,-4.578899,6.28368886901391
ALP-POS-4483ae88-4_Mpro-P0114_0A_9,ALP-POS-4483ae88-4,Mpro-P0114,0A,9,kinoml_OEDockingFeaturizer_MPRO_Mpro-P0114_0A_seqres_chainA_ALP-POS-4483ae88-4_ligand_9.sdf,Mpro-P2415_0A/Mpro-P2415_0A_bound.pdb,0.75,-7.533060,1.8981758063535081
ALP-POS-4483ae88-4_Mpro-P2606_0A_4,ALP-POS-4483ae88-4,Mpro-P2606,0A,4,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2606_0A_seqres_chainA_ALP-POS-4483ae88-4_ligand_4.sdf,Mpro-P2415_0A/Mpro-P2415_0A_bound.pdb,0.91,-9.653865,0.33236531428993704
ALP-POS-4483ae88-4_Mpro-P2036_0A_0,ALP-POS-4483ae88-4,Mpro-P2036,0A,0,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2036_0A_seqres_chainA_ALP-POS-4483ae88-4_ligand_0.sdf,Mpro-P2415_0A/Mpro-P2415_0A_bound.pdb,0.97,20.547915,0.40721082087390675
ALP-POS-4483ae88-4_Mpro-P2605_0A_5,ALP-POS-4483ae88-4,Mpro-P2605,0A,5,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2605_0A_seqres_chainA_ALP-POS-4483ae88-4_ligand_5.sdf,Mpro-P2415_0A/Mpro-P2415_0A_bound.pdb,0.91,20.571028,2.8543103392379248
ALP-POS-4483ae88-4_Mpro-P2099_0B_2,ALP-POS-4483ae88-4,Mpro-P2099,0B,2,kinoml_OEDockingFeaturizer_MPRO_Mpro-P2099_0B_seqres_chainB_ALP-POS-4483ae88-4_ligand_2.sdf,Mpro-P2415_0A/Mpro-P2415_0A_bound.pdb,0.89,20.483082,0.923588399861067
